Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
Working full time,40%,37%,38%,60%,57%,55%,32%,5%,51%,30%,46%,15%,45%,46%,46%,46%,43%,,,,,,,,,,
Working Part time,20%,16%,30%,13%,27%,29%,17%,7%,11%,28%,21%,14%,21%,22%,21%,21%,21%,,,,,,,,,,
Retired - aged 64+,18%,19%,0%,0%,0%,0%,6%,86%,20%,16%,13%,43%,13%,11%,12%,14%,12%,,,,,,,,,,
Not working - unemplyed/ claiming benefit,7%,7%,10%,14%,8%,7%,4%,1%,7%,7%,6%,14%,5%,7%,5%,4%,10%,,,,,,,,,,
Retired - aged under 64,6%,7%,0%,0%,0%,2%,38%,1%,7%,6%,5%,9%,6%,3%,6%,7%,3%,,,,,,,,,,
Not working - looking after children,4%,5%,5%,9%,6%,4%,1%,0%,0%,7%,5%,1%,4%,5%,4%,4%,4%,,,,,,,,,,
Full Time Student,3%,4%,17%,2%,0%,0%,0%,0%,3%,4%,4%,1%,4%,3%,4%,4%,5%,,,,,,,,,,
On long-term sick leave,1%,3%,0%,1%,1%,1%,2%,0%,1%,1%,1%,3%,0%,1%,1%,0%,1%,,,,,,,,,,
Other,1%,2%,2%,1%,1%,1%,1%,0%,0%,2%,1%,0%,1%,2%,1%,1%,2%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ6b. Highest education level achieved?,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
"5 or more ""O"" Level/GCSE's (grades A-C)",16%,14%,13%,15%,19%,23%,13%,11%,12%,18%,17%,9%,16%,19%,17%,16%,15%,,,,,,,,,,
Trade apprenticeship,5%,5%,1%,3%,4%,5%,8%,7%,8%,2%,4%,7%,4%,5%,4%,4%,3%,,,,,,,,,,
"1-4 ""O"" Level/GCSE' passes (of any grade)",9%,9%,6%,9%,14%,11%,5%,8%,9%,9%,9%,10%,8%,11%,7%,7%,10%,,,,,,,,,,
"1 or more ""A"" Levels",14%,13%,32%,9%,13%,10%,12%,9%,12%,16%,16%,4%,18%,13%,18%,18%,16%,,,,,,,,,,
ONC/OND/City & Guilds,7%,7%,3%,9%,11%,9%,9%,3%,7%,7%,8%,3%,8%,8%,8%,8%,7%,,,,,,,,,,
HNC/HND,6%,6%,6%,7%,4%,5%,6%,7%,7%,5%,7%,2%,6%,7%,7%,6%,10%,,,,,,,,,,
"First Degree (e.g. BA, BSc)",20%,19%,32%,24%,20%,16%,18%,11%,23%,17%,23%,4%,25%,20%,26%,25%,25%,,,,,,,,,,
"Higher degree (e.g. MSc, PhD)",8%,9%,3%,19%,7%,5%,6%,6%,10%,6%,9%,1%,11%,6%,11%,11%,11%,,,,,,,,,,
Prefer not to answer,2%,2%,1%,2%,0%,2%,1%,3%,1%,2%,1%,4%,1%,2%,1%,1%,1%,,,,,,,,,,
None of these,15%,17%,3%,5%,8%,14%,22%,35%,12%,18%,6%,56%,4%,9%,3%,4%,2%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEG. SEG,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
A,5%,6%,6%,2%,4%,6%,4%,7%,6%,4%,6%,F,6%,5%,6%,7%,5%,,,,,,,,,,
B,17%,21%,19%,13%,15%,15%,18%,23%,21%,14%,20%,5%,21%,17%,21%,22%,15%,,,,,,,,,,
C1,28%,22%,31%,36%,29%,22%,28%,23%,28%,28%,31%,15%,33%,26%,33%,33%,38%,,,,,,,,,,
C2,20%,20%,19%,15%,24%,26%,19%,18%,20%,20%,20%,18%,20%,22%,20%,20%,16%,,,,,,,,,,
D,20%,15%,19%,25%,22%,24%,19%,13%,16%,23%,19%,23%,17%,25%,17%,16%,22%,,,,,,,,,,
E,10%,17%,6%,10%,6%,9%,12%,17%,9%,11%,4%,37%,3%,6%,3%,3%,5%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEG1. SEG - Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
ABC1,50%,49%,56%,51%,48%,42%,51%,52%,54%,46%,56%,22%,61%,48%,61%,61%,58%,,,,,,,,,,
C2DE,50%,51%,44%,49%,52%,58%,50%,48%,46%,54%,44%,78%,39%,52%,39%,39%,42%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ8. Children in HH,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
I have no children,34%,33%,71%,46%,25%,20%,30%,16%,40%,28%,35%,29%,34%,36%,34%,34%,37%,,,,,,,,,,
I have preschool aged children,12%,11%,20%,34%,17%,3%,0%,0%,9%,15%,14%,2%,14%,15%,14%,13%,20%,,,,,,,,,,
I have primary school aged children,16%,15%,9%,27%,39%,18%,1%,0%,14%,18%,18%,4%,18%,20%,18%,18%,18%,,,,,,,,,,
I have secondary school aged children,15%,14%,7%,17%,35%,25%,2%,1%,11%,17%,17%,5%,17%,16%,17%,17%,17%,,,,,,,,,,
I have older children who live at home,14%,14%,2%,3%,17%,33%,21%,8%,12%,15%,14%,13%,14%,13%,14%,14%,15%,,,,,,,,,,
I only have older children who no longer live at home,26%,28%,0%,0%,2%,23%,48%,75%,26%,25%,20%,52%,22%,17%,21%,22%,18%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,
dVAR. Children in HH - Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
No children - pre family,34%,33%,71%,46%,25%,20%,30%,16%,40%,28%,35%,29%,34%,36%,34%,34%,37%,,,,,,,,,,
Dependent children - family,41%,39%,30%,54%,73%,58%,22%,9%,34%,47%,45%,19%,45%,47%,45%,44%,45%,,,,,,,,,,
Non-dependent children only - post family,26%,28%,0%,0%,2%,23%,48%,75%,26%,25%,20%,52%,22%,17%,21%,22%,18%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ9. Ethnic origin,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
White,91%,91%,79%,79%,93%,97%,98%,99%,92%,90%,90%,98%,90%,89%,90%,90%,89%,,,,,,,,,,
Mixed,2%,1%,5%,3%,1%,1%,0%,0%,2%,1%,2%,1%,2%,2%,2%,1%,5%,,,,,,,,,,
Indian,2%,2%,3%,7%,1%,0%,0%,0%,1%,2%,2%,0%,2%,2%,2%,2%,3%,,,,,,,,,,
Pakistani,2%,2%,5%,4%,1%,0%,0%,0%,1%,2%,2%,0%,2%,2%,2%,2%,1%,,,,,,,,,,
Bangladeshi,1%,1%,2%,3%,0%,0%,0%,0%,0%,1%,1%,0%,1%,1%,1%,1%,0%,,,,,,,,,,
Other Asian,0%,0%,2%,1%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
Black-African,1%,1%,2%,2%,2%,0%,0%,0%,1%,1%,1%,0%,1%,2%,1%,1%,0%,,,,,,,,,,
Black-Caribbean,1%,1%,2%,0%,0%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,0%,,,,,,,,,,
Black-Other,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
Chinese,1%,1%,1%,1%,1%,0%,0%,0%,0%,1%,1%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
Other,0%,0%,0%,1%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
Prefer not to say,0%,0%,0%,1%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,
dETHNICITY. Ethnic origin - Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
White,91%,91%,79%,79%,93%,97%,98%,99%,92%,90%,90%,98%,90%,89%,90%,90%,89%,,,,,,,,,,
Mixed,2%,1%,5%,3%,1%,1%,0%,0%,2%,1%,2%,1%,2%,2%,2%,1%,5%,,,,,,,,,,
Indian/Pakistani/Bangladeshi/Other Asian,5%,4%,11%,14%,2%,0%,0%,0%,3%,6%,5%,0%,5%,5%,5%,6%,5%,,,,,,,,,,
Black-African/Black-Caribbean/Black-Other,2%,2%,4%,2%,2%,1%,1%,1%,2%,2%,2%,1%,2%,3%,2%,2%,0%,,,,,,,,,,
Chinese,1%,1%,1%,1%,1%,0%,0%,0%,0%,1%,1%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
Other /Prefer not to say,1%,1%,0%,1%,1%,0%,1%,0%,1%,0%,1%,0%,1%,1%,1%,1%,1%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,
dETH. Ethnic origin - Summary 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1066,991,203,201,215,167,127,154,524,542,1064,2,697,367,667,592,106,,,,,,,,,,
Unweighted Base,991,991,167,203,199,157,133,132,490,501,990,1,656,334,631,554,102,,,,,,,,,,
White,90%,89%,78%,79%,93%,98%,97%,99%,91%,88%,90%,100%,90%,89%,90%,90%,89%,,,,,,,,,,
Other,10%,10%,22%,21%,7%,3%,2%,1%,8%,12%,10%,0%,10%,11%,10%,10%,10%,,,,,,,,,,
Prefer not to say,0%,0%,0%,1%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ10a. Disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
"Yes, I have some level of incapacity / disability",19%,21%,10%,10%,13%,19%,28%,30%,21%,16%,16%,29%,16%,17%,16%,16%,15%,,,,,,,,,,
"No, I have no incapacity / disability",80%,77%,88%,88%,86%,79%,70%,69%,77%,82%,82%,68%,83%,81%,84%,83%,83%,,,,,,,,,,
I'd rather not disclose this information,2%,2%,3%,3%,1%,2%,2%,1%,2%,1%,1%,4%,1%,2%,1%,1%,2%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ10b. Type of disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have a disability or impairment,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,241,270,20,20,30,40,51,79,130,110,174,67,111,63,103,95,16,,,,,,,,,,
Unweighted Base,270,270,18,25,40,48,62,77,146,124,169,101,108,61,102,92,16,,,,,,,,,,
Mobility,58%,56%,74%,42%,51%,50%,59%,63%,54%,62%,61%,50%,60%,61%,58%,62%,51%,,,,,,,,,,
"Lifting, Carrying",37%,35%,37%,25%,30%,44%,47%,33%,41%,33%,42%,23%,37%,51%,35%,40%,22%,,,,,,,,,,
Another impairment/disability not mentioned above,33%,34%,23%,27%,29%,27%,36%,40%,36%,30%,31%,40%,34%,25%,36%,30%,57%,,,,,,,,,,
Manual Dexterity,15%,15%,20%,17%,25%,13%,18%,8%,20%,8%,17%,10%,19%,14%,17%,18%,20%,,,,,,,,,,
Memory/Concentration/Learning,14%,15%,45%,35%,16%,18%,8%,3%,17%,11%,15%,12%,12%,19%,12%,11%,22%,,,,,,,,,,
Physical coordination,11%,12%,20%,5%,17%,12%,12%,7%,13%,9%,13%,7%,15%,8%,17%,15%,20%,,,,,,,,,,
Recognising when in danger,6%,5%,23%,24%,2%,2%,6%,0%,7%,4%,7%,2%,11%,1%,11%,11%,9%,,,,,,,,,,
Continence,5%,4%,13%,9%,5%,2%,4%,4%,5%,4%,6%,2%,8%,3%,5%,9%,0%,,,,,,,,,,
Communication,4%,5%,15%,20%,5%,0%,1%,0%,4%,4%,5%,2%,5%,4%,5%,6%,0%,,,,,,,,,,
I'd rather not disclose this information,2%,3%,0%,11%,1%,1%,1%,1%,1%,3%,1%,3%,1%,2%,1%,1%,2%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ10c. Benefits/ financial support received,,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
Unemployment benefit,2%,2%,5%,3%,1%,3%,2%,0%,4%,1%,2%,4%,2%,2%,2%,2%,3%,,,,,,,,,,
Job seekers allowance,5%,4%,10%,8%,5%,4%,1%,0%,7%,3%,5%,4%,5%,5%,5%,5%,8%,,,,,,,,,,
Income Support,4%,5%,5%,7%,6%,4%,1%,2%,3%,5%,3%,7%,3%,4%,3%,3%,4%,,,,,,,,,,
Housing Benefit,9%,11%,7%,10%,10%,9%,12%,7%,8%,10%,7%,19%,7%,6%,7%,7%,7%,,,,,,,,,,
Council Tax Benefit,10%,12%,6%,13%,9%,11%,17%,8%,10%,10%,9%,18%,10%,6%,10%,10%,10%,,,,,,,,,,
Pension Credit,4%,4%,0%,4%,0%,1%,6%,10%,3%,4%,2%,12%,1%,3%,1%,1%,2%,,,,,,,,,,
Employment and Support Allowance,3%,3%,3%,4%,2%,3%,3%,0%,3%,2%,2%,3%,3%,2%,3%,3%,4%,,,,,,,,,,
Attendance Allowance,2%,2%,1%,1%,1%,1%,2%,5%,2%,2%,2%,3%,2%,1%,2%,2%,0%,,,,,,,,,,
Disability Living Allowance,7%,8%,5%,4%,6%,7%,9%,9%,8%,6%,6%,11%,6%,6%,6%,6%,6%,,,,,,,,,,
Personal Independence Payments,1%,1%,1%,0%,0%,0%,2%,0%,1%,0%,1%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
None of these,73%,71%,71%,70%,77%,75%,71%,74%,72%,74%,77%,56%,78%,75%,77%,78%,75%,,,,,,,,,,
I'd rather not disclose this information,2%,2%,3%,4%,1%,2%,1%,2%,2%,2%,2%,1%,2%,3%,2%,2%,3%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ11-1. At home (Internet access),,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
Never (0.),19%,24%,6%,3%,10%,21%,30%,41%,17%,21%,1%,100%,1%,1%,1%,1%,1%,,,,,,,,,,
Rarely (1.),1%,1%,2%,2%,0%,1%,0%,0%,1%,0%,1%,0%,1%,2%,1%,1%,0%,,,,,,,,,,
Occasionally (2.),2%,1%,3%,3%,1%,1%,1%,1%,1%,2%,2%,0%,1%,3%,1%,2%,1%,,,,,,,,,,
Regularly (3.),79%,74%,90%,92%,90%,77%,69%,58%,80%,77%,96%,0%,97%,94%,97%,97%,98%,,,,,,,,,,
Mean score,2.4,2.24,2.77,2.83,2.69,2.34,2.08,1.76,2.45,2.35,2.93,0,2.93,2.91,2.94,2.93,2.95,,,,,,,,,,
Standard deviation,1.18,1.29,0.74,0.61,0.91,1.23,1.38,1.47,1.14,1.22,0.4,0,0.39,0.42,0.39,0.39,0.36,,,,,,,,,,
Standard error,0.03,0.04,0.06,0.04,0.06,0.08,0.09,0.09,0.05,0.05,0.01,0,0.02,0.02,0.02,0.02,0.04,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ11-2. At work (Internet access),,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
Never (0.),57%,60%,36%,39%,39%,52%,74%,95%,53%,60%,48%,95%,45%,54%,45%,45%,51%,,,,,,,,,,
Rarely (1.),7%,7%,11%,11%,8%,11%,5%,0%,8%,7%,8%,5%,7%,9%,7%,8%,4%,,,,,,,,,,
Occasionally (2.),10%,9%,16%,17%,13%,14%,3%,2%,11%,10%,13%,0%,14%,11%,14%,14%,14%,,,,,,,,,,
Regularly (3.),26%,24%,37%,34%,41%,24%,18%,3%,29%,23%,31%,0%,34%,27%,34%,34%,31%,,,,,,,,,,
Mean score,1.05,0.97,1.54,1.45,1.55,1.1,0.65,0.14,1.15,0.96,1.27,0.05,1.36,1.11,1.36,1.37,1.25,,,,,,,,,,
Standard deviation,1.3,1.29,1.31,1.31,1.36,1.27,1.18,0.6,1.33,1.27,1.34,0.21,1.35,1.31,1.35,1.34,1.36,,,,,,,,,,
Standard error,0.04,0.04,0.1,0.09,0.09,0.09,0.08,0.04,0.05,0.05,0.04,0.01,0.05,0.07,0.05,0.06,0.13,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SQ11-3. At school, college, or university (Internet access)",,,,,,,,,,,,,,,,,,,,,,,,,,,
All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,1298,1298,208,208,234,208,182,260,623,675,1064,234,697,367,667,592,106,,,,,,,,,,
Unweighted Base,1298,1298,172,214,227,212,213,260,633,665,990,308,656,334,631,554,102,,,,,,,,,,
Never (0.),85%,85%,51%,73%,91%,96%,98%,98%,83%,87%,82%,99%,81%,84%,81%,81%,79%,,,,,,,,,,
Rarely (1.),4%,4%,8%,5%,3%,3%,1%,1%,5%,3%,4%,1%,3%,5%,3%,3%,4%,,,,,,,,,,
Occasionally (2.),6%,5%,18%,12%,3%,0%,0%,2%,6%,5%,7%,0%,7%,6%,7%,7%,10%,,,,,,,,,,
